City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,kirchlinteln,52.95,9.3167,286.98,96,44,9.28,DE,1698612592
363,peace river,56.2501,-117.286,271.32,80,100,3.09,CA,1698612487
364,safaga,26.7292,33.9365,299.82,70,20,2.37,EG,1698612593
365,newman,37.3138,-121.0208,294.95,28,0,1.79,US,1698612462
366,san pedro,14.35,121.0167,299.92,87,20,1.03,PH,1698612593
367,kathmandu,27.7167,85.3167,288.06,83,20,1.54,NP,1698612424
368,afaahiti,-17.75,-149.2833,300.08,82,34,6.8,PF,1698612410
369,sechura,-5.5569,-80.8222,297.77,62,100,6.93,PE,1698612593
370,hadim,36.9878,32.4567,285.23,48,74,0.69,TR,1698612594
371,hollins,37.3413,-79.9431,302.65,49,39,2.24,US,1698612594
372,piedmont,37.8244,-122.2316,296.1,18,0,6.69,US,1698612594
373,mount darwin,-16.7725,31.5838,298.67,53,54,5.86,ZW,1698612594
374,vila franca do campo,37.7167,-25.4333,288.38,99,49,3.13,PT,1698612441
375,dryden,49.7833,-92.7503,270.31,80,75,1.54,CA,1698612594
376,porto murtinho,-21.6989,-57.8825,310.12,30,92,4.22,BR,1698612595
377,vinh long,10.25,105.9667,298.14,95,100,1.69,VN,1698612595
378,saint-paul,-21.0096,55.2707,298.21,91,26,0.45,RE,1698612595
379,sebastian,35.1668,-94.2669,281.46,95,100,5.11,US,1698612595
380,ndioum,16.5129,-14.6471,305.07,33,2,6.51,SN,1698612595
381,suntar,62.1444,117.6319,264.39,87,93,2.55,RU,1698612595
382,maxixe,-23.8597,35.3472,294.21,75,100,8.41,MZ,1698612354
383,cooma,-36.2333,149.1333,288.65,36,98,4.07,AU,1698612596
384,randalstown,54.75,-6.3,284.9,93,40,5.66,GB,1698612596
385,newberry,34.2746,-81.6187,302.05,55,0,3.61,US,1698612332
386,sinabang,2.4803,96.3801,298.57,84,100,1.21,ID,1698612524
387,mejit,10.2753,170.8646,301.36,81,76,9.5,MH,1698612423
388,kailua-kona,19.6406,-155.9956,302.37,75,20,3.6,US,1698612163
389,hingham,42.2418,-70.8898,283.37,91,100,5.66,US,1698612596
390,joao pinheiro,-17.7425,-46.1725,304.1,36,76,3.6,BR,1698612597
391,ponot,8.452,123.0222,298.97,84,11,2.6,PH,1698612597
392,karachi,24.9056,67.0822,297.05,78,0,3.09,PK,1698612377
393,warrnambool,-38.3833,142.4833,285.01,80,8,7.98,AU,1698612597
394,odacho-oda,35.1833,132.5,285.43,76,14,2.43,JP,1698612597
395,khash,28.2211,61.2158,292.51,37,31,0.28,IR,1698612598
396,lensk,60.7253,114.9278,266.99,63,99,3.37,RU,1698612446
397,mountain home,43.133,-115.6912,280.05,47,0,6.17,US,1698612598
398,qadirpur ran,30.2924,71.6712,297.09,30,16,1.78,PK,1698612598
399,nuuk,64.1835,-51.7216,272.49,80,100,8.75,GL,1698612428
400,standerton,-26.9337,29.2415,278.49,84,100,5.02,ZA,1698612513
401,kisanga,-7.4362,37.7034,298.66,80,85,3.56,TZ,1698612598
402,diu,20.7141,70.9822,298.55,48,100,2.88,IN,1698612599
403,floro,61.5996,5.0328,278.69,35,0,1.54,NO,1698612599
404,domna,51.8971,113.1573,259.24,78,42,2.0,RU,1698612599
405,tabas,33.5959,56.9244,296.27,27,5,2.06,IR,1698612599
406,corredor,8.64,-82.946,300.23,88,79,2.23,CR,1698612599
407,bolkhov,53.4433,36.0044,273.8,83,100,1.77,RU,1698612600
408,oltinko'l,40.8011,72.1634,291.71,36,91,1.87,UZ,1698612600
409,kharkhorin,47.1975,102.8238,271.37,73,100,2.21,MN,1698612600
410,hasaki,35.7333,140.8333,283.37,66,0,7.68,JP,1698612493
411,wad rawah,15.1603,33.1397,302.15,53,90,6.82,SD,1698612600
412,shenjiamen,29.9576,122.298,293.3,70,59,3.54,CN,1698612600
413,leer,53.2316,7.461,285.14,93,15,0.45,DE,1698612601
414,bafq,31.6128,55.4107,294.16,30,35,0.94,IR,1698612601
415,alo,7.4178,6.7371,300.52,76,90,1.61,NG,1698612601
416,eyl,7.9803,49.8164,299.6,78,100,4.47,SO,1698612601
417,cannonvale,-20.2833,148.7,296.81,59,18,3.98,AU,1698612459
418,namibe,-15.1961,12.1522,293.37,84,16,0.93,AO,1698612442
419,ilomantsi,62.6716,30.9328,266.87,92,11,1.67,FI,1698612602
420,las lomitas,-24.7096,-60.593,307.88,39,3,4.73,AR,1698612603
421,mbandaka,0.0487,18.2603,298.62,75,95,1.57,CD,1698612415
422,berezovyy,51.6667,135.7,271.21,78,62,0.19,RU,1698612411
423,howard springs,-12.497,131.047,300.1,88,85,1.31,AU,1698612476
424,lagunas,-5.2269,-75.6753,299.52,81,100,2.05,PE,1698612604
425,san patricio,28.017,-97.5169,305.47,56,64,5.77,US,1698612459
426,sao jose da coroa grande,-8.8978,-35.1478,297.74,75,100,4.37,BR,1698612415
427,mikhaylovsk,45.1283,42.0256,285.27,58,0,1.0,RU,1698612507
428,lesogorsk,56.0458,99.5136,267.0,65,0,0.89,RU,1698612605
429,bay city,43.5945,-83.8889,283.33,70,100,5.14,US,1698612606
430,sakchu-up,40.3894,125.0467,283.07,88,87,1.66,KP,1698612606
431,coaldale,49.7167,-112.6185,273.7,64,0,5.66,CA,1698612607
432,zhangye,38.9342,100.4517,283.36,27,0,2.95,CN,1698612439
433,itacare,-14.2775,-38.9967,297.42,72,76,3.4,BR,1698612607
434,myrina,39.8797,25.0742,289.73,94,20,0.0,GR,1698612607
435,kingston,17.997,-76.7936,304.4,71,20,4.63,JM,1698612125
436,marang,5.2056,103.2059,299.1,86,100,1.4,MY,1698612608
437,banda aceh,5.5577,95.3222,298.94,83,94,1.38,ID,1698612420
438,tarko-sale,64.9225,77.785,260.37,93,10,1.53,RU,1698612468
439,antsiranana,-12.2787,49.2917,297.99,78,19,7.29,MG,1698612445
440,arraial do cabo,-22.9661,-42.0278,301.13,74,0,5.14,BR,1698612426
441,luganville,-15.5333,167.1667,298.93,75,47,2.47,VU,1698612609
442,la rinconada,37.4873,-5.9826,292.02,88,20,2.57,ES,1698612609
443,shimokizukuri,40.8061,140.3861,281.22,96,14,1.01,JP,1698612610
444,puerto santa,-8.9906,-78.6456,293.28,84,100,4.44,PE,1698612417
445,lyndon,38.2567,-85.6016,289.64,92,100,2.06,US,1698612610
446,rusape,-18.5278,32.1284,291.29,83,27,5.53,ZW,1698612611
447,murzuq,25.9155,13.9184,297.17,21,0,3.53,LY,1698612611
448,rio preto da eva,-2.6994,-59.6997,311.74,23,20,1.71,BR,1698612611
449,mishan,45.55,131.8833,275.43,69,23,1.18,CN,1698612611
450,happy valley-goose bay,53.3168,-60.3315,274.32,51,75,9.77,CA,1698612454
451,aktobe,50.2797,57.2072,281.2,71,75,11.0,KZ,1698612612
452,hongwon,40.0253,127.9558,283.45,65,24,1.68,KP,1698612612
453,shimoda,34.6667,138.95,289.31,66,0,1.42,JP,1698612612
454,kachkanar,58.7,59.4948,267.16,94,100,4.92,RU,1698612612
455,chibougamau,49.9168,-74.3659,272.94,55,100,2.57,CA,1698612517
456,richfield,44.8833,-93.283,277.78,51,75,5.14,US,1698612396
457,zhezqazghan,47.7833,67.7667,284.95,78,100,6.98,KZ,1698612613
458,puerto ayacucho,5.6639,-67.6236,303.68,69,44,2.47,VE,1698612613
459,belmonte,-15.8631,-38.8828,298.12,73,30,4.66,BR,1698612424
460,bodaybo,57.8506,114.1933,265.88,65,99,2.15,RU,1698612614
461,fang,19.9169,99.2145,293.73,98,100,0.42,TH,1698612614
462,ulanhot,46.0833,122.0833,277.47,37,20,3.82,CN,1698612423
463,kupang,-10.1667,123.5833,297.7,78,41,1.54,ID,1698612614
464,saint-pierre,-21.3393,55.4781,297.97,78,100,1.54,RE,1698612431
465,key biscayne,25.6937,-80.1628,302.16,75,75,6.69,US,1698612512
466,naze,28.3667,129.4833,291.66,73,16,2.7,JP,1698612457
467,roma,43.2128,-75.4557,281.25,94,100,1.54,US,1698612439
468,tevriz,57.509,72.4042,266.65,89,100,3.21,RU,1698612615
469,grootfontein,-19.5667,18.1167,299.12,17,16,2.37,NA,1698612615
470,eregli,37.5133,34.0467,289.82,39,71,0.27,TR,1698612616
471,lisakovsk,52.5369,62.4936,278.89,93,100,6.86,KZ,1698612616
472,navolato,24.7672,-107.6944,305.25,50,0,4.1,MX,1698612376
473,shahin dezh,36.6793,46.5669,287.73,41,82,1.11,IR,1698612616
474,bamboo flat,11.7,92.7167,299.2,100,40,0.51,IN,1698612616
475,fort atkinson,42.9289,-88.8371,277.72,65,100,4.99,US,1698612617
476,qarazhal,48.0078,70.7903,283.08,87,94,6.91,KZ,1698612477
477,gadani,25.1185,66.7299,297.27,72,0,2.71,PK,1698612338
478,childress,34.4264,-100.204,276.29,70,100,8.75,US,1698612617
479,zheleznodorozhnyy,55.7503,38.0042,273.49,97,100,4.92,RU,1698612617
480,coquimbo,-29.9533,-71.3436,292.0,63,0,5.66,CL,1698612426
481,mili,6.0815,171.735,301.5,79,73,6.42,MH,1698612470
482,namsos,64.4662,11.4957,272.18,93,88,1.54,NO,1698612487
483,lompoc,34.6391,-120.4579,299.7,30,0,5.14,US,1698612442
484,kruisfontein,-34.0033,24.7314,285.16,63,58,3.12,ZA,1698612460
485,kashkhatau,43.3185,43.608,285.46,80,98,0.47,RU,1698612618
486,west wodonga,-36.1257,146.8486,285.01,77,100,1.58,AU,1698612618
487,srikakulam,18.3,83.9,295.12,77,9,2.62,IN,1698612619
488,barda,40.3744,47.1267,290.75,58,36,4.92,AZ,1698612619
489,ta`u,-14.2336,-169.5144,299.99,81,43,6.09,AS,1698612445
490,hobyo,5.3505,48.5268,297.66,93,100,2.77,SO,1698612620
491,kirakira,-10.4544,161.9205,300.55,81,64,3.1,SB,1698612620
492,harran,36.86,39.0314,296.64,35,46,1.93,TR,1698612620
493,simanggang,1.2472,111.4528,297.14,100,99,0.51,MY,1698612508
494,andover,51.2083,-1.4825,284.49,93,20,5.14,GB,1698612620
495,walvis bay,-22.9575,14.5053,287.86,84,0,2.87,NA,1698612478
496,polatsk,55.4859,28.7756,272.95,95,100,5.44,BY,1698612581
497,pundong,-7.9522,110.3486,297.41,91,54,0.78,ID,1698612621
498,kiunga,-6.1219,141.2906,296.4,99,100,0.45,PG,1698612621
499,badeggi,9.05,6.15,301.09,45,97,0.91,NG,1698612621
500,oshakati,-17.7833,15.6833,300.52,9,9,4.49,NA,1698612622
501,saint-leu,-21.15,55.2833,297.63,92,38,0.7,RE,1698612622
502,aripuana,-9.1667,-60.6333,309.56,26,95,1.34,BR,1698612622
503,prado,-17.3411,-39.2208,297.94,76,57,6.46,BR,1698612476
504,fortuna,40.5982,-124.1573,295.33,39,0,2.06,US,1698612433
505,guisa,20.255,-76.5386,300.6,82,70,1.83,CU,1698612622
506,khandyga,62.6667,135.6,266.46,97,100,0.85,RU,1698612512
507,djibo,14.1022,-1.6306,305.28,18,0,1.07,BF,1698612623
508,cam ranh,11.9214,109.1591,299.13,100,40,1.03,VN,1698612623
509,taksimo,56.3444,114.8794,261.01,64,21,1.56,RU,1698612623
510,zanjan,36.6736,48.4787,287.97,33,17,2.31,IR,1698612623
511,port douglas,-16.4833,145.4667,297.01,66,100,5.39,AU,1698612187
512,majene,-3.5403,118.9707,298.58,82,82,2.4,ID,1698612623
513,sao gabriel da cachoeira,-0.1303,-67.0892,304.76,55,100,1.29,BR,1698612624
514,shahrud,36.4182,54.9763,289.08,35,4,2.01,IR,1698612503
515,rikaze,29.25,88.8833,276.19,61,47,0.65,CN,1698612467
516,lodja,-3.4833,23.4333,297.05,77,54,0.58,CD,1698612624
517,newport,51.5877,-2.9984,285.62,82,76,9.01,GB,1698612624
518,rundu,-17.9333,19.7667,298.04,44,31,3.82,NA,1698612624
519,neryungri,56.6709,124.6491,262.99,93,100,3.63,RU,1698612625
520,broome,42.2506,-75.833,282.85,90,100,3.09,US,1698612438
521,brisas de zicatela,15.8369,-97.0419,302.4,70,47,2.88,MX,1698612625
522,dwarka,22.2394,68.9678,300.47,70,76,4.04,IN,1698612485
523,yuxia,34.0615,108.6291,282.49,49,1,3.24,CN,1698612625
524,manta,-0.95,-80.7333,303.03,62,75,6.69,EC,1698612485
525,barcelos,41.5388,-8.6151,288.62,85,58,6.4,PT,1698612519
526,tromso,69.6496,18.957,269.16,86,40,2.57,NO,1698612360
527,north bend,43.4065,-124.2243,292.08,32,0,5.66,US,1698612626
528,cherdyn',60.403,56.4787,268.86,70,100,4.11,RU,1698612626
529,arkhangel'sk,64.5401,40.5433,268.78,81,30,1.73,RU,1698612423
530,balcarce,-37.8462,-58.2552,289.72,48,74,1.79,AR,1698612593
531,aswan,24.0934,32.907,302.76,32,0,2.06,EG,1698612627
532,bhimunipatnam,17.8833,83.4333,296.88,72,7,2.35,IN,1698612627
533,pueblo nuevo,23.3833,-105.3833,295.24,54,7,3.14,MX,1698612627
534,cooper's town,26.8667,-77.5167,298.92,70,0,9.23,BS,1698612627
535,puerto deseado,-47.7503,-65.8938,279.82,69,62,11.12,AR,1698612627
536,kenai,60.5544,-151.2583,278.2,78,100,10.29,US,1698612423
537,sile,41.1754,29.6133,294.02,75,60,0.89,TR,1698612628
538,byron bay,-28.65,153.6167,291.73,68,0,3.12,AU,1698612528
539,glazov,58.1394,52.6584,270.45,95,100,3.94,RU,1698612628
540,slupsk,54.4641,17.0287,283.96,84,100,5.81,PL,1698612628
541,kristiansund,63.1115,7.732,275.51,75,0,3.09,NO,1698612433
542,antalaha,-14.9003,50.2788,295.76,90,16,2.51,MG,1698612629
543,darwin,-12.4611,130.8418,300.14,84,20,1.54,AU,1698612629
544,baringo,0.4667,35.9667,296.99,64,93,1.18,KE,1698612629
545,tual,-5.6667,132.75,300.48,81,100,3.85,ID,1698612476
546,usinsk,65.9939,57.5281,261.52,87,100,2.68,RU,1698612442
547,emerald,-23.5333,148.1667,290.01,71,99,4.46,AU,1698612350
548,rio grande,-32.035,-52.0986,299.21,90,72,4.02,BR,1698612395
549,ust'-kulom,61.6864,53.6902,267.48,92,100,3.72,RU,1698612630
550,talcahuano,-36.7167,-73.1167,284.97,66,75,6.69,CL,1698612432
551,chornobayivka,46.6941,32.5537,287.08,61,0,1.0,UA,1698612630
552,gadzhiyevo,69.2551,33.3362,266.34,92,100,2.25,RU,1698612420
553,nahiyat saddat al hindiyah,32.7147,44.2803,299.83,27,100,2.06,IQ,1698612631
554,shingu,33.7333,135.9833,284.28,83,0,2.53,JP,1698612472
555,adrar,20.5022,-10.0711,300.49,16,0,0.95,MR,1698612631
556,as sulayyil,20.4607,45.5779,299.29,30,77,4.35,SA,1698612199
557,sao joao da barra,-21.6403,-41.0511,301.2,85,83,10.38,BR,1698612513
558,mana,5.6592,-53.7767,300.9,81,99,6.56,GF,1698612421
559,deqing,30.5448,119.9599,289.23,92,5,0.36,CN,1698612632
560,svyetlahorsk,52.6329,29.7389,278.52,95,90,4.02,BY,1698612554
561,boise,43.6135,-116.2035,281.05,46,0,2.57,US,1698612429
562,fort st. john,56.2499,-120.8529,270.09,74,100,1.54,CA,1698612502
563,mizdah,31.4451,12.9801,296.18,27,100,3.54,LY,1698612481
564,praia,14.9215,-23.5087,299.45,69,75,4.12,CV,1698612632
565,ad dujayl,33.8467,44.2344,298.91,30,100,1.21,IQ,1698612633
566,zhangjiakou,40.81,114.8794,282.57,38,0,1.92,CN,1698612464
567,balikpapan,-1.2675,116.8289,300.7,83,40,2.06,ID,1698612633
568,esil,51.9556,66.4042,280.49,97,91,4.67,KZ,1698612411
569,inhambane,-23.865,35.3833,294.43,75,100,9.21,MZ,1698612450
570,rechka-vydrino,51.485,104.8461,272.65,55,100,1.55,RU,1698612633
571,woolgoolga,-30.1106,153.2007,292.08,73,2,3.32,AU,1698612459
572,bella vista,36.4295,-94.2316,278.97,95,100,5.66,US,1698612634
573,karratha,-20.7377,116.8463,299.64,69,99,2.98,AU,1698612411
574,mianyang,31.4593,104.7542,290.62,82,100,0.69,CN,1698612634
575,mburucuya,-28.0454,-58.2245,304.46,56,0,3.95,AR,1698612634
576,plainview,40.7765,-73.4673,285.23,88,100,3.6,US,1698612635
